Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
6301608,The Great Kebab Factory,39,Faridabad,"Address 1607, Faridabad","Locality 7, Faridabad","Locality 7, Faridabad, India",80.908489,27.994854,"Bengali, Thai, Italian",1112,Indian Rupees(Rs.),Yes,No,Yes,No,2,4.2,Green,Very Good,73,India
6301609,Dum Pukht,54,Ghaziabad,"Address 1608, Ghaziabad","Locality 8, Ghaziabad","Locality 8, Ghaziabad, India",70.065966,32.594151,Italian,768,Indian Rupees(Rs.),Yes,No,No,No,4,2.0,White,Poor,924,India
6301610,Oh! Calcutta,98,New Delhi,"Address 1609, New Delhi","Locality 9, New Delhi","Locality 9, New Delhi, India",76.783085,28.885181,"Continental, Bakery, Mediterranean",2903,Indian Rupees(Rs.),Yes,No,Yes,Yes,3,3.3,Red,Average,91,India
6301611,Amul,55,Ghaziabad,"Address 1610, Ghaziabad","Locality 10, Ghaziabad","Locality 10, Ghaziabad, India",62.817147,19.136388,Japanese,791,Indian Rupees(Rs.),Yes,Yes,No,Yes,1,2.5,Red,Average,878,India
6301612,Spice Route,111,Noida,"Address 1611, Noida","Locality 11, Noida","Locality 11, Noida, India",62.010232,15.914687,Mediterranean,1350,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Orange,Good,820,India
6301613,Burger King,152,Faridabad,"Address 1612, Faridabad","Locality 12, Faridabad","Locality 12, Faridabad, India",73.543918,32.378498,"Bengali, Mughlai, Gujarati",2681,Indian Rupees(Rs.),No,No,Yes,No,2,5.0,Dark Green,Excellent,448,India
6301614,Sagar Ratna,150,Noida,"Address 1613, Noida","Locality 13, Noida","Locality 13, Noida, India",75.452479,21.053766,American,1339,Indian Rupees(Rs.),No,Yes,Yes,No,3,1.2,White,Poor,806,India
6301615,Karim's,69,Noida,"Address 1614, Noida","Locality 14, Noida","Locality 14, Noida, India",78.470327,25.015864,"Italian, Bengali, South Indian",2222,Indian Rupees(Rs.),No,No,No,No,3,4.8,Dark Green,Excellent,812,India
6301616,Domino's Pizza,56,Faridabad,"Address 1615, Faridabad","Locality 15, Faridabad","Locality 15, Faridabad, India",71.65838,25.070247,"South Indian, Thai, Mexican",295,Indian Rupees(Rs.),No,Yes,No,No,2,1.3,White,Poor,855,India
6301617,Cafe Coffee Day,33,Gurgaon,"Address 1616, Gurgaon","Locality 16, Gurgaon","Locality 16, Gurgaon, India",80.268724,20.556323,"South Indian, Japanese, Mexican",1223,Indian Rupees(Rs.),Yes,No,Yes,No,3,2.8,Red,Average,235,India
6301618,Bengali Sweet House,36,Noida,"Address 1617, Noida","Locality 17, Noida","Locality 17, Noida, India",69.667319,11.890696,Bengali,2420,Indian Rupees(Rs.),Yes,No,No,No,4,2.9,Red,Average,830,India
6301619,TGI Friday's,148,Faridabad,"Address 1618, Faridabad","Locality 18, Faridabad","Locality 18, Faridabad, India",72.607138,20.876145,"Thai, Bengali",514,Indian Rupees(Rs.),No,No,Yes,No,4,2.1,White,Poor,726,India
6301620,Dunkin' Donuts,211,Faridabad,"Address 1619, Faridabad","Locality 19, Faridabad","Locality 19, Faridabad, India",82.128037,33.281325,Beverages,2238,Indian Rupees(Rs.),No,Yes,No,No,4,3.3,Red,Average,580,India
6301621,Starbucks,81,Noida,"Address 1620, Noida","Locality 20, Noida","Locality 20, Noida, India",68.997084,29.024677,"Beverages, Continental, French",2074,Indian Rupees(Rs.),No,No,No,No,1,4.3,Green,Very Good,224,India
6301622,Bengali Sweet House,190,Ghaziabad,"Address 1621, Ghaziabad","Locality 21, Ghaziabad","Locality 21, Ghaziabad, India",60.118583,33.328704,"American, Mexican",1188,Indian Rupees(Rs.),No,Yes,Yes,No,3,2.2,White,Poor,216,India
6301623,KFC,109,Noida,"Address 1622, Noida","Locality 22, Noida","Locality 22, Noida, India",70.14354,11.914671,"Punjabi, Beverages",2580,Indian Rupees(Rs.),No,Yes,Yes,No,4,1.3,White,Poor,166,India
6301624,Costa Coffee,201,New Delhi,"Address 1623, New Delhi","Locality 23, New Delhi","Locality 23, New Delhi, India",77.378345,28.292845,"American, Mughlai, French",2516,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Orange,Good,434,India
6301625,Hard Rock Cafe,154,Noida,"Address 1624, Noida","Locality 24, Noida","Locality 24, Noida, India",85.188421,21.473604,"Rajasthani, North Indian",2057,Indian Rupees(Rs.),No,No,Yes,Yes,4,4.0,Green,Very Good,61,India
6301626,Giani's,194,Gurgaon,"Address 1625, Gurgaon","Locality 25, Gurgaon","Locality 25, Gurgaon, India",79.518992,26.776561,Japanese,2979,Indian Rupees(Rs.),No,Yes,Yes,Yes,4,4.8,Dark Green,Excellent,796,India
6301627,Bukhara,73,New Delhi,"Address 1626, New Delhi","Locality 26, New Delhi","Locality 26, New Delhi, India",77.162926,28.448077,Punjabi,2303,Indian Rupees(Rs.),No,No,No,Yes,3,1.6,White,Poor,70,India
6301628,Gloria Jean's,201,Noida,"Address 1627, Noida","Locality 27, Noida","Locality 27, Noida, India",77.655187,24.125714,Fast Food,1393,Indian Rupees(Rs.),No,Yes,No,Yes,2,4.6,Dark Green,Excellent,865,India
6301629,Amul,40,Faridabad,"Address 1628, Faridabad","Locality 28, Faridabad","Locality 28, Faridabad, India",65.233299,24.835693,"Punjabi, Chinese",2376,Indian Rupees(Rs.),Yes,Yes,No,No,1,2.9,Red,Average,543,India
6301630,Subway,17,Ghaziabad,"Address 1629, Ghaziabad","Locality 29, Ghaziabad","Locality 29, Ghaziabad, India",78.312984,20.602667,Bakery,2077,Indian Rupees(Rs.),No,Yes,No,No,2,1.9,White,Poor,185,India
6301631,Hard Rock Cafe,129,Ghaziabad,"Address 1630, Ghaziabad","Locality 30, Ghaziabad","Locality 30, Ghaziabad, India",67.436934,28.181708,Italian,850,Indian Rupees(Rs.),No,No,No,Yes,4,4.9,Dark Green,Excellent,127,India
6301632,Gloria Jean's,61,Gurgaon,"Address 1631, Gurgaon","Locality 31, Gurgaon","Locality 31, Gurgaon, India",88.976414,29.033962,Thai,2325,Indian Rupees(Rs.),No,Yes,No,No,1,2.0,White,Poor,650,India
6301633,Mainland China,171,Noida,"Address 1632, Noida","Locality 32, Noida","Locality 32, Noida, India",66.673481,29.877237,"Gujarati, Italian, Bengali",1270,Indian Rupees(Rs.),No,No,No,No,1,3.9,Orange,Good,140,India
6301634,Nirula's,104,Ghaziabad,"Address 1633, Ghaziabad","Locality 33, Ghaziabad","Locality 33, Ghaziabad, India",75.238816,19.412066,"South Indian, Punjabi, Fast Food",1174,Indian Rupees(Rs.),No,No,No,Yes,1,4.1,Green,Very Good,263,India
6301635,Pizza Hut,42,Gurgaon,"Address 1634, Gurgaon","Locality 34, Gurgaon","Locality 34, Gurgaon, India",81.070824,10.776599,"Mughlai, Mexican, Fast Food",1530,Indian Rupees(Rs.),No,No,No,No,1,2.7,Red,Average,600,India
6301636,Nathu's Sweets,25,New Delhi,"Address 1635, New Delhi","Locality 35, New Delhi","Locality 35, New Delhi, India",77.231289,29.0606,"Mexican, Gujarati, Japanese",2553,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Orange,Good,156,India
6301637,Embassy Restaurant,39,Gurgaon,"Address 1636, Gurgaon","Locality 36, Gurgaon","Locality 36, Gurgaon, India",60.630992,20.070523,"Gujarati, Desserts, Thai",223,Indian Rupees(Rs.),No,No,Yes,No,3,3.3,Red,Average,331,India
6301638,Dunkin' Donuts,35,New Delhi,"Address 1637, New Delhi","Locality 37, New Delhi","Locality 37, New Delhi, India",77.082149,28.462387,"Mediterranean, Bakery",986,Indian Rupees(Rs.),Yes,No,Yes,No,4,1.8,White,Poor,480,India
6301639,Dilli Haat,131,Ghaziabad,"Address 1638, Ghaziabad","Locality 38, Ghaziabad","Locality 38, Ghaziabad, India",71.676433,22.714887,"Street Food, Beverages",579,Indian Rupees(Rs.),No,No,Yes,No,1,4.0,Green,Very Good,788,India
6301640,Ruby Tuesday,108,Gurgaon,"Address 1639, Gurgaon","Locality 39, Gurgaon","Locality 39, Gurgaon, India",85.402721,31.80849,"Mediterranean, North Indian, Chinese",345,Indian Rupees(Rs.),No,No,No,No,4,4.7,Dark Green,Excellent,632,India
6301641,United Coffee House,172,Ghaziabad,"Address 1640, Ghaziabad","Locality 40, Ghaziabad","Locality 40, Ghaziabad, India",67.373599,23.241714,"Mediterranean, Thai, Chinese",507,Indian Rupees(Rs.),Yes,No,No,No,3,3.0,Red,Average,988,India
6301642,Burger King,179,Faridabad,"Address 1641, Faridabad","Locality 41, Faridabad","Locality 41, Faridabad, India",84.234408,24.550668,Italian,825,Indian Rupees(Rs.),Yes,Yes,Yes,No,3,5.0,Dark Green,Excellent,321,India
6301643,Domino's Pizza,102,Gurgaon,"Address 1642, Gurgaon","Locality 42, Gurgaon","Locality 42, Gurgaon, India",79.140433,26.709879,Bakery,1243,Indian Rupees(Rs.),No,No,No,No,3,2.7,Red,Average,923,India
6301644,Costa Coffee,98,Gurgaon,"Address 1643, Gurgaon","Locality 43, Gurgaon","Locality 43, Gurgaon, India",64.537942,34.95385,"Desserts, Bakery, Bengali",813,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Red,Average,912,India
6301645,Le Cirque,12,Gurgaon,"Address 1644, Gurgaon","Locality 44, Gurgaon","Locality 44, Gurgaon, India",61.358086,17.295622,"Chinese, Japanese",2888,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Orange,Good,164,India
6301646,Chili's,19,Gurgaon,"Address 1645, Gurgaon","Locality 45, Gurgaon","Locality 45, Gurgaon, India",78.861059,11.828411,"Continental, Bengali",2973,Indian Rupees(Rs.),Yes,Yes,No,No,1,1.7,White,Poor,326,India
6301647,Moti Mahal,101,Gurgaon,"Address 1646, Gurgaon","Locality 46, Gurgaon","Locality 46, Gurgaon, India",83.229103,17.318954,Beverages,2189,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,138,India
6301648,Subway,44,Noida,"Address 1647, Noida","Locality 47, Noida","Locality 47, Noida, India",77.03424,20.136901,"North Indian, Continental",1461,Indian Rupees(Rs.),No,No,No,No,2,4.2,Green,Very Good,743,India
6301649,Barista,187,Noida,"Address 1648, Noida","Locality 48, Noida","Locality 48, Noida, India",60.168634,34.30209,"Continental, Gujarati, Street Food",1526,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.5,Dark Green,Excellent,812,India
6301650,Kake Di Hatti,49,Faridabad,"Address 1649, Faridabad","Locality 49, Faridabad","Locality 49, Faridabad, India",79.383022,18.309312,"Continental, Punjabi",1463,Indian Rupees(Rs.),Yes,No,No,Yes,2,3.4,Red,Average,915,India
6301651,Hard Rock Cafe,189,Ghaziabad,"Address 1650, Ghaziabad","Locality 0, Ghaziabad","Locality 0, Ghaziabad, India",63.557042,14.9871,"Italian, Chinese",1274,Indian Rupees(Rs.),No,No,No,No,3,4.5,Dark Green,Excellent,202,India
6301652,KFC,17,Noida,"Address 1651, Noida","Locality 1, Noida","Locality 1, Noida, India",61.415217,11.116809,"South Indian, Bakery",437,Indian Rupees(Rs.),No,No,No,No,2,3.7,Orange,Good,90,India
6301653,McDonald's,74,Noida,"Address 1652, Noida","Locality 2, Noida","Locality 2, Noida, India",65.894475,25.18791,Rajasthani,906,Indian Rupees(Rs.),No,Yes,No,No,4,3.0,Red,Average,994,India
6301654,Spice Route,57,Faridabad,"Address 1653, Faridabad","Locality 3, Faridabad","Locality 3, Faridabad, India",69.380901,8.718499,"Mexican, Street Food, Mediterranean",1575,Indian Rupees(Rs.),Yes,No,Yes,No,1,4.7,Dark Green,Excellent,745,India
6301655,Mother Dairy,55,Ghaziabad,"Address 1654, Ghaziabad","Locality 4, Ghaziabad","Locality 4, Ghaziabad, India",89.620441,26.396436,Chinese,366,Indian Rupees(Rs.),No,Yes,No,Yes,1,2.8,Red,Average,449,India
6301656,Taco Bell,47,Ghaziabad,"Address 1655, Ghaziabad","Locality 5, Ghaziabad","Locality 5, Ghaziabad, India",69.370263,24.77323,"Fast Food, Japanese, Street Food",2914,Indian Rupees(Rs.),No,Yes,Yes,No,4,3.0,Red,Average,586,India
6301657,KFC,12,Faridabad,"Address 1656, Faridabad","Locality 6, Faridabad","Locality 6, Faridabad, India",73.488592,27.3999,"South Indian, Continental",295,Indian Rupees(Rs.),Yes,No,Yes,No,1,1.7,White,Poor,446,India
6301658,Cafe Coffee Day,62,Noida,"Address 1657, Noida","Locality 7, Noida","Locality 7, Noida, India",71.755334,21.483183,"French, Rajasthani, Mughlai",852,Indian Rupees(Rs.),No,No,Yes,Yes,3,4.8,Dark Green,Excellent,801,India
6301659,Pind Balluchi,80,Faridabad,"Address 1658, Faridabad","Locality 8, Faridabad","Locality 8, Faridabad, India",89.800477,8.532287,"French, Fast Food, Chinese",1329,Indian Rupees(Rs.),No,No,No,No,1,1.9,White,Poor,986,India
6301660,Nirula's,83,New Delhi,"Address 1659, New Delhi","Locality 9, New Delhi","Locality 9, New Delhi, India",76.782295,29.055088,"Street Food, Japanese, Bengali",2083,Indian Rupees(Rs.),Yes,No,Yes,No,1,1.8,White,Poor,482,India
6301661,Wenger's,8,Gurgaon,"Address 1660, Gurgaon","Locality 10, Gurgaon","Locality 10, Gurgaon, India",72.646578,24.258056,"Desserts, French, Continental",2297,Indian Rupees(Rs.),No,No,No,No,2,1.4,White,Poor,677,India
6301662,Amul,149,Faridabad,"Address 1661, Faridabad","Locality 11, Faridabad","Locality 11, Faridabad, India",77.443976,8.915301,"Gujarati, Bengali, Bakery",547,Indian Rupees(Rs.),No,Yes,No,Yes,2,2.8,Red,Average,881,India
6301663,Natural Ice Cream,81,Ghaziabad,"Address 1662, Ghaziabad","Locality 12, Ghaziabad","Locality 12, Ghaziabad, India",61.022493,34.269445,"Bakery, South Indian, Continental",2908,Indian Rupees(Rs.),No,Yes,No,No,4,2.1,White,Poor,653,India
6301664,Kake Di Hatti,215,New Delhi,"Address 1663, New Delhi","Locality 13, New Delhi","Locality 13, New Delhi, India",77.606501,28.148367,"Continental, Rajasthani, Japanese",2339,Indian Rupees(Rs.),Yes,No,No,No,2,4.0,Green,Very Good,358,India
6301665,Spice Route,118,Ghaziabad,"Address 1664, Ghaziabad","Locality 14, Ghaziabad","Locality 14, Ghaziabad, India",80.848751,12.309248,"Gujarati, Desserts, Bakery",376,Indian Rupees(Rs.),Yes,No,Yes,No,4,2.2,White,Poor,862,India
6301666,Varq,208,New Delhi,"Address 1665, New Delhi","Locality 15, New Delhi","Locality 15, New Delhi, India",76.76825,28.44016,"Rajasthani, Beverages",1820,Indian Rupees(Rs.),No,No,No,No,1,3.9,Orange,Good,600,India
6301667,Mother Dairy,198,Faridabad,"Address 1666, Faridabad","Locality 16, Faridabad","Locality 16, Faridabad, India",77.190343,13.497247,"Mughlai, South Indian, Bakery",334,Indian Rupees(Rs.),No,No,Yes,No,2,1.8,White,Poor,866,India
6301668,Dunkin' Donuts,200,Faridabad,"Address 1667, Faridabad","Locality 17, Faridabad","Locality 17, Faridabad, India",67.679907,24.731834,"North Indian, Thai, Bengali",202,Indian Rupees(Rs.),Yes,No,No,No,2,1.9,White,Poor,805,India
6301669,Paranthe Wali Gali,25,New Delhi,"Address 1668, New Delhi","Locality 18, New Delhi","Locality 18, New Delhi, India",77.334085,28.572475,"American, Continental, Mediterranean",1338,Indian Rupees(Rs.),Yes,No,Yes,No,1,4.2,Green,Very Good,19,India
6301670,Ruby Tuesday,210,Faridabad,"Address 1669, Faridabad","Locality 19, Faridabad","Locality 19, Faridabad, India",87.757765,28.39485,Beverages,474,Indian Rupees(Rs.),Yes,Yes,No,No,2,2.5,Red,Average,834,India
6301671,Gloria Jean's,89,Noida,"Address 1670, Noida","Locality 20, Noida","Locality 20, Noida, India",73.463429,28.103172,"Fast Food, Rajasthani",1007,Indian Rupees(Rs.),No,Yes,Yes,No,3,1.4,White,Poor,30,India
6301672,Mother Dairy,12,Noida,"Address 1671, Noida","Locality 21, Noida","Locality 21, Noida, India",85.82294,23.235595,"South Indian, American",835,Indian Rupees(Rs.),No,No,No,No,2,4.8,Dark Green,Excellent,214,India
6301673,Chili's,143,Noida,"Address 1672, Noida","Locality 22, Noida","Locality 22, Noida, India",81.589272,12.745705,Thai,1962,Indian Rupees(Rs.),No,No,Yes,No,3,1.7,White,Poor,416,India
6301674,Subway,59,Ghaziabad,"Address 1673, Ghaziabad","Locality 23, Ghaziabad","Locality 23, Ghaziabad, India",85.306133,30.096182,"American, Bakery, Fast Food",1952,Indian Rupees(Rs.),Yes,No,No,No,4,1.6,White,Poor,929,India
6301675,Gulati,154,Gurgaon,"Address 1674, Gurgaon","Locality 24, Gurgaon","Locality 24, Gurgaon, India",77.690805,16.388963,"Chinese, American",2278,Indian Rupees(Rs.),No,Yes,No,No,2,2.4,White,Poor,764,India
6301676,Starbucks,109,Ghaziabad,"Address 1675, Ghaziabad","Locality 25, Ghaziabad","Locality 25, Ghaziabad, India",64.315626,34.587892,"Japanese, American, Mediterranean",2216,Indian Rupees(Rs.),Yes,No,No,No,2,1.4,White,Poor,168,India
6301677,United Coffee House,26,New Delhi,"Address 1676, New Delhi","Locality 26, New Delhi","Locality 26, New Delhi, India",77.399916,28.657129,"Bakery, American, Street Food",678,Indian Rupees(Rs.),No,No,No,No,3,1.6,White,Poor,655,India
6301678,United Coffee House,47,Gurgaon,"Address 1677, Gurgaon","Locality 27, Gurgaon","Locality 27, Gurgaon, India",61.978005,23.627247,"Thai, French",1584,Indian Rupees(Rs.),No,No,No,No,1,4.4,Green,Very Good,710,India
6301679,Giani's,32,Faridabad,"Address 1678, Faridabad","Locality 28, Faridabad","Locality 28, Faridabad, India",86.747667,13.686727,"American, Beverages",1236,Indian Rupees(Rs.),No,Yes,Yes,Yes,4,1.7,White,Poor,356,India
6301680,Natural Ice Cream,10,Noida,"Address 1679, Noida","Locality 29, Noida","Locality 29, Noida, India",68.057709,33.810029,Mexican,368,Indian Rupees(Rs.),No,No,No,No,4,1.4,White,Poor,364,India
6301681,Nathu's Sweets,16,New Delhi,"Address 1680, New Delhi","Locality 30, New Delhi","Locality 30, New Delhi, India",77.316056,28.872137,Thai,240,Indian Rupees(Rs.),Yes,No,Yes,No,3,4.5,Dark Green,Excellent,336,India
6301682,Barbeque Nation,199,Noida,"Address 1681, Noida","Locality 31, Noida","Locality 31, Noida, India",69.801231,29.94031,"Rajasthani, Punjabi, Mediterranean",1544,Indian Rupees(Rs.),Yes,No,No,No,1,2.8,Red,Average,85,India
6301683,Chili's,145,Ghaziabad,"Address 1682, Ghaziabad","Locality 32, Ghaziabad","Locality 32, Ghaziabad, India",76.613033,24.570135,"Mexican, Bakery, Chinese",1714,Indian Rupees(Rs.),No,No,Yes,No,2,1.6,White,Poor,866,India
6301684,Hard Rock Cafe,151,New Delhi,"Address 1683, New Delhi","Locality 33, New Delhi","Locality 33, New Delhi, India",77.281261,28.806824,Gujarati,2089,Indian Rupees(Rs.),No,No,No,No,1,3.3,Red,Average,104,India
6301685,Mainland China,26,Faridabad,"Address 1684, Faridabad","Locality 34, Faridabad","Locality 34, Faridabad, India",77.132164,19.070587,"Italian, American",2350,Indian Rupees(Rs.),No,Yes,No,No,1,1.2,White,Poor,118,India
6301686,TGI Friday's,213,Noida,"Address 1685, Noida","Locality 35, Noida","Locality 35, Noida, India",63.558032,27.587386,"Italian, Bakery",2048,Indian Rupees(Rs.),No,Yes,No,Yes,3,2.7,Red,Average,38,India
6301687,Indian Accent,86,Noida,"Address 1686, Noida","Locality 36, Noida","Locality 36, Noida, India",78.065606,17.21522,"Bengali, Chinese, American",2762,Indian Rupees(Rs.),No,No,No,No,1,3.4,Red,Average,483,India
6301688,Ruby Tuesday,135,Faridabad,"Address 1687, Faridabad","Locality 37, Faridabad","Locality 37, Faridabad, India",64.527269,32.048005,Japanese,2940,Indian Rupees(Rs.),Yes,Yes,Yes,No,1,4.8,Dark Green,Excellent,481,India
6301689,Le Cirque,14,Gurgaon,"Address 1688, Gurgaon","Locality 38, Gurgaon","Locality 38, Gurgaon, India",80.468175,25.334677,"French, North Indian, Street Food",2063,Indian Rupees(Rs.),Yes,No,Yes,No,3,2.3,White,Poor,136,India
6301690,TGI Friday's,79,Gurgaon,"Address 1689, Gurgaon","Locality 39, Gurgaon","Locality 39, Gurgaon, India",79.450421,10.444667,Japanese,1986,Indian Rupees(Rs.),No,Yes,No,No,1,4.1,Green,Very Good,76,India
6301691,Nathu's Sweets,117,Gurgaon,"Address 1690, Gurgaon","Locality 40, Gurgaon","Locality 40, Gurgaon, India",73.733281,10.533108,North Indian,1612,Indian Rupees(Rs.),Yes,No,No,No,1,1.5,White,Poor,295,India
6301692,Subway,7,Gurgaon,"Address 1691, Gurgaon","Locality 41, Gurgaon","Locality 41, Gurgaon, India",66.96949,29.928541,Gujarati,2643,Indian Rupees(Rs.),No,No,No,No,4,2.7,Red,Average,316,India
6301693,Spice Route,137,Faridabad,"Address 1692, Faridabad","Locality 42, Faridabad","Locality 42, Faridabad, India",60.014076,31.384119,"Punjabi, Rajasthani",2385,Indian Rupees(Rs.),Yes,Yes,No,No,3,1.9,White,Poor,497,India
6301694,Chili's,115,Gurgaon,"Address 1693, Gurgaon","Locality 43, Gurgaon","Locality 43, Gurgaon, India",76.385173,27.913407,"Mexican, Mughlai",2982,Indian Rupees(Rs.),No,No,No,No,3,3.0,Red,Average,956,India
6301695,Spice Route,176,Faridabad,"Address 1694, Faridabad","Locality 44, Faridabad","Locality 44, Faridabad, India",70.1244,24.889264,"Bengali, Bakery, French",1830,Indian Rupees(Rs.),No,No,Yes,No,3,2.7,Red,Average,621,India
6301696,Embassy Restaurant,72,Noida,"Address 1695, Noida","Locality 45, Noida","Locality 45, Noida, India",68.758273,13.742608,"Desserts, Fast Food",2616,Indian Rupees(Rs.),Yes,Yes,No,No,1,4.9,Dark Green,Excellent,568,India
6301697,Karim's,59,Gurgaon,"Address 1696, Gurgaon","Locality 46, Gurgaon","Locality 46, Gurgaon, India",78.693048,25.025084,"Punjabi, Fast Food",1414,Indian Rupees(Rs.),Yes,No,No,No,4,4.7,Dark Green,Excellent,18,India
6301698,Bukhara,215,Gurgaon,"Address 1697, Gurgaon","Locality 47, Gurgaon","Locality 47, Gurgaon, India",86.860986,11.195075,"Japanese, Punjabi",2686,Indian Rupees(Rs.),No,Yes,No,No,4,3.3,Red,Average,891,India
6301699,Taco Bell,82,Gurgaon,"Address 1698, Gurgaon","Locality 48, Gurgaon","Locality 48, Gurgaon, India",62.586734,10.553403,Mughlai,433,Indian Rupees(Rs.),No,No,No,Yes,2,1.7,White,Poor,432,India
6301700,Moti Mahal,116,Faridabad,"Address 1699, Faridabad","Locality 49, Faridabad","Locality 49, Faridabad, India",70.802558,16.543678,"American, Continental, Japanese",2298,Indian Rupees(Rs.),Yes,Yes,Yes,No,3,3.2,Red,Average,616,India
